game_id,game_description,genres,categories
578080,"        ATERRIZA,       Aterriza en una selección de mapas con constantes cambios y nuevas incorporaciones para que siempre tengas un reto por delante. ¿Aterrizarás en la seguridad de los alrededores y te arriesgarás a no conseguir un buen botín? ¿O caerás en la densidad de la ciudad y te liarás a tiros nada más tocar el suelo? Cada aterrizaje es diferente y dependerá de ti arreglártelas con lo que encuentres.         SAQUEA       ¡Contarás con armas únicas, una gran variedad de suministros y herramientas especiales para burlar a tus oponentes! ¡Tú decides cómo y con qué equiparte! Añade accesorios poderosos a tus armas favoritas o arriésgate y hazte con los codiciados packs de ayuda para conseguir un botín único que te dará la ventaja necesaria para ganar.         Y SOBREVIVE       Abastecerse bien es solo el principio. Con el tiempo, la zona segura se irá encogiendo y el riesgo de que te cruces con otros supervivientes aumentará cada vez más. Si mueres, estás fuera. Tendrás que ser más inteligente, más veloz o tener mejor puntería que tus oponentes si quieres quedar en pie al final y hacerte con la gran victoria.          HAY MUCHAS MANERAS DE JUGAR       Calienta en Combate a muerte por equipos, prueba modos de juego en el Arcade que están siempre cambiando, déjate caer por el último evento de temporada o crea tu lobby personalizado y reta a tus amigos a algo único.         Y CADA PARTIDA ES ÚNICA       No hay dos batallas iguales, todo dependerá de las decisiones que tomes al aterrizar, saquear y sobrevivir. Aterriza en los campos de batalla, donde la victoria depende de cada movimiento y decisión, y combate para quedar en pie cuando todos hayan caído.     Es posible realizar compras en el juego opcionales.  ","['Acción', 'Aventura', 'Multijugador masivo', 'Free to Play']","['Multijugador', 'JcJ', 'JcJ en línea', 'Estadísticas', 'Remote\xa0Play en móvil', 'Remote\xa0Play en tableta']"
730,"Durante las dos últimas décadas, Counter‑Strike ha proporcionado una experiencia competitiva de primer nivel para los millones de jugadores de todo el mundo que contribuyeron a darle forma. Ahora el próximo capítulo en la historia de CS está a punto de comenzar. Hablamos de Counter‑Strike 2.  Siendo una actualización gratuita de CS:GO, Counter‑Strike 2 es el avance técnico más importante en la historia de esta franquicia. Desarrollado con el motor Source 2, Counter‑Strike 2 se ha modernizado con representación basada en la física (PBR, por sus siglas en inglés), conexión a la red de última generación y herramientas actualizadas del Workshop de la comunidad.  Además del clásico estilo de juego centrado en objetivos del que Counter‑Strike fue pionero en 1999, esta nueva entrega cuenta con las siguientes características:    Calificaciones de CS completamente nuevas dentro del modo actualizado Premier.   Clasificaciones globales y regionales.   Mapas actualizados y renovados.   Granadas de humo dinámicas y revolucionarias.   Jugabilidad independiente de la frecuencia de tics.   Efectos de audio y sonido rediseñados.   Todos los objetos de CS:GO presentes en CS2.  ","['Acción', 'Free to Play']","['Multijugador', 'Multijugador multiplataforma', 'Cromos de Steam', 'Steam Workshop', 'Compras dentro de la aplicación', 'Con sist. antitrampas de Valve', 'Estadísticas', 'Remote\xa0Play en móvil', 'Remote\xa0Play en tableta', 'Remote\xa0Play en TV', 'Steam\xa0Timeline']"
3017860," PREMIUM EDITION    Resiste las acometidas y lucha con la Edición Prémium, que incluye el contenido descargable de la campaña*, el libro digital de ilustraciones, la banda sonora y el paquete de diseños Divinidad con diseños a juego para el DOOM Slayer, el dragón y el Atlan.  INCLUYE:  - Juego base (copia digital)  - Contenido descargable de campaña  - Libro digital de ilustraciones y banda sonora  -Paquete de diseños Divinidad  * La disponibilidad del contenido descargable se confirmará más adelante.    Acerca del juego      LUCHA EN LA PIEL DEL SLAYER EN UNA GUERRA MEDIEVAL CONTRA EL INFIERNO  DOOM: The Dark Ages es la precuela de los aclamados DOOM (2016) y DOOM Eternal, y narra el épico y cinematográfico origen de la furia del DOOM Slayer. En esta tercera entrega de la saga moderna de DOOM, los jugadores se pondrán en la piel del DOOM Slayer en una oscura y siniestra guerra medieval contra el infierno nunca antes vista.  DOOM: The Dark Ages es una experiencia para un jugador ambientada en un mundo de fantasía oscura y ciencia ficción que ofrece los intensos combates y los espectaculares gráficos de la incomparable franquicia DOOM, mediante el último motor de idTech.    SOMETE AL INFIERNO   Como el superarma de dioses y reyes, harás pedazos a enemigos con tus devastadoras armas favoritas, como la superescopeta, pero también podrás empuñar una variedad de nuevas y brutales armas, como el versátil escudo sierra. Resistirás las acometidas y lucharás en los campos de batalla infestados de demonios en los salvajes e intensos combates por los que es famosa la saga original de DOOM.      RESISTE LAS ACOMETIDAS Y LUCHA   Descubre el origen de la furia del DOOM Slayer en esta épica y cinematográfica historia cargada de acción. El DOOM Slayer, destinado a convertirse en el superarma de dioses y reyes, repele hordas de demonios mientras su líder intenta destruirlo para convertirse en el único terror del infierno. Presencia la forja de una leyenda conforme el Slayer va derrotando a las fuerzas demoníacas y cambia el curso de la guerra.      DESCUBRE REINOS DESCONOCIDOS   En su misión por aplastar a las legiones del infierno, el Slayer se adentrará en reinos inexplorados. Castillos abandonados, campos de batalla épicos, bosques oscuros, páramos ancestrales y mundos del más allá cubiertos de misterio que ocultan un sinfín de desafíos y recompensas. Atraviesa un universo oscuro repleto de amenazas y secretos armado con el poderoso y letal escudo sierra en los niveles más extensos de id Software jamás vistos. ",['Acción'],"['Un jugador', 'Logros de Steam', 'Compat. total con mando', 'Cromos de Steam', 'Steam Cloud', 'HDR disponible', 'Préstamo familiar']"
1091500," Cyberpunk 2077: Ultimate Edition      Descubre otros juegos de CD PROJEKT RED       Acerca del juego     Cyberpunk 2077 es un RPG de aventura y acción de mundo abierto ambientado en la megalópolis de Night City, donde te pondrás en la piel de un mercenario o una mercenaria ciberpunk y vivirás su lucha a vida o muerte por la supervivencia. Mejorado y con contenido nuevo adicional gratuito. Personaliza tu personaje y tu estilo de juego a medida que aceptas trabajos, te labras una reputación y desbloqueas mejoras. Las relaciones que forjes y las decisiones que tomes darán forma al mundo que te rodea. Aquí nacen las leyendas. ¿Cuál será la tuya?       ¡PERSONALIZA A TU CYBERPUNK CON LA ACTUALIZACIÓN 2.2!  ¡Exprésate con la actualización gratuita 2.2! Da un estilo propio a tu personaje con nuevas variantes estéticas de cyberware, tatuajes y maquillaje. Lleva tu coche al siguiente nivel con la tecnología CrystalCoat, exclusiva de Rayfield, que te permitirá cambiar el color de los coches de lujo y los deportivos. Además, disfruta del modo foto mejorado, para capturar cada momento con un nivel de detalle asombroso.       CREA TU PROPIO CIBERPUNK  Conviértete en un forajido urbano equipado con las últimas mejoras cibernéticas y escribe tu leyenda en las calles de Night City.       EXPLORA LA CIUDAD DEL FUTURO  Night City está repleta de cosas por hacer, lugares que visitar y gente que conocer. Y tú decides dónde ir, cuándo ir y cómo llegar allí.       CONSTRUYE TU LEYENDA  Emprende audaces aventuras y forja relaciones personales con personajes inolvidables cuyos destinos se decidirán a partir de las decisiones que tomes.       EQUIPADO CON MEJORAS  Vive la experiencia de Cyberpunk 2077 con un montón de cambios y mejoras en el sistema de juego, la economía, la ciudad, el uso del mapa y mucho más.       CONSIGUE OBJETOS EXCLUSIVOS  Consigue objetos del juego y artículos digitales inspirados por los juegos de CD PROJEKT RED como parte del programa Mis recompensas.    VISITA         ",['Rol'],"['Un jugador', 'Logros de Steam', 'Compat. total con mando', 'Cromos de Steam', 'Steam Cloud', 'Préstamo familiar']"
553850," Digital Deluxe Edition     La edición incluye:   Conjunto de armadura &quot;Salvador de los libres DP-53&quot;.   Capa &quot;La voluntad del Pueblo&quot;.   Arma &quot;Caballero MP-98&quot;.   Condición de Superciudadano.   Juego de nave de héroe de las estratagemas.   Bono de guerra prémium &quot;Veteranos avezados&quot;.     Acerca del juego   La última línea de ataque de la galaxia.  Alístate en los Helldivers y únete a la lucha por la libertad en una galaxia hostil en este juego de disparos en tercera persona rápido, frenético y feroz.    EMISIÓN URGENTE: FUERZAS ARMADAS DE SUPERTIERRA Libertad. Paz. Democracia.  Como habitante de Supertierra, estos son tus derechos. Los pilares fundamentales de nuestra civilización.  De nuestra existencia.  Pero la guerra continúa. Y todo vuelve a estar amenazado. Únete a la mejor fuerza militar de la galaxia y haz que este sea un lugar seguro y libre donde vivir.    CONVIÉRTETE EN LEYENDA Te unirás a escuadrones de hasta cuatro Helldivers y se os asignarán misiones estratégicas. Vigilaos las espaldas, porque, desgraciadamente, el fuego amigo es una certeza de la guerra, pero el trabajo en equipo es imprescindible para obtener la victoria.    ARSENALES Haz que la libertad les llueva del cielo, infíltrate en territorio enemigo o aprieta bien los dientes y entra directamente al combate. Tú eliges cómo les das la libertad; tendrás acceso a una amplia variedad de armas de fuego explosivas, armaduras capaces de salvarte la vida y estratagemas que cambiarán el curso de la batalla…, la joya del arsenal de todo Helldiver.    SOLICITUDES Supertierra reconoce tu esfuerzo con valiosas Solicitudes. Utilízalas para acceder a diferentes recompensas que os beneficiarán a ti, a tu escuadrón, a tu destructor y a los esfuerzos de guerra en general.    AMENAZAS Todo lo que hay en todos los planetas quiere acabar contigo. A esto nos enfrentamos. Cada enemigo tiene características, tácticas y comportamientos diferentes e impredecibles, pero todos luchan con ferocidad y sin ningún miedo ni moralidad.    LA GUERRA GALÁCTICA Capturar planetas enemigos, defender contra las invasiones y completar misiones contribuirá a los esfuerzos de guerra. Ganar o perder esta guerra dependerá de las acciones de todas las personas involucradas. O permanecemos unidos, o nos derrumbarán.",['Acción'],"['Multijugador', 'Cooperativo', 'Cooperativo en línea', 'Logros de Steam', 'Compras dentro de la aplicación', 'Compat. parcial con mando', 'Préstamo familiar']"
3164500," Schedule I drugs, substances, or chemicals are defined as drugs with no currently accepted medical use and a high potential for abuse.  - The Drug Enforcement Administration  You're a small-time drug dealer rolling into a fresh town with no cash, no product and no connections. Build your drug empire from the ground up in the grungy west-coast city of Hyland Point. Contend against intensifying law enforcement and deadly cartel competitors to expand your empire and reach the peak of the underworld.    Produce a range of  drugs  to satisfy your customers, each one with it's own unique production process. Discover  special recipes  to create new drug variants with special properties.    Walk, skate or drive throughout Hyland Point to get product into the hands of customers. Hire  dealers  to handle distribution for you.    Purchase new  properties  and hire  employees  to expand the scope and scale of your operations. Work with suppliers to build a fully automated production and distribution chain.    This is a dangerous line of work - you'll have to contend with increasing  law enforcement , as well as deadly cartel competitors. Fight with fists, melee weapons or  firearms .    A growing empire needs skilled management. Reach new heights in  co-op multiplayer .","['Acción', 'Indie', 'Simuladores', 'Estrategia', 'Acceso anticipado']","['Un jugador', 'Multijugador', 'Cooperativo', 'Cooperativo en línea', 'Logros de Steam', 'Steam Cloud', 'Préstamo familiar']"
490110," Discord      Acerca del juego  Eres el agente Nick Cordell Jr., un policía novato recién salido de la academia que está en la primera línea de defensa para los ciudadanos de Averno. Sumérgete en un mundo de emocionantes persecuciones en coche, crímenes de sandbox y una buena dosis de cine negro de los 80 mientras proteges a la población y resuelves el misterio del asesinato de tu padre en acto de servicio.       Toma las calles    The Precinct es una carta de amor a las películas policíacas clásicas que combina detalles de simulador policíaco con la espectacularidad de un sandbox de acción. Patrulla las calles y responde a los avisos para enfrentarte tanto a criminales poderosos como de poca monta y escoge tus propias tácticas en emocionantes persecuciones y tiroteos. Percibirás las cambiantes luchas por el poder entre las bandas de Averno en una animada ciudad con innumerables crímenes de sandbox, desde infracciones de aparcamiento a atracos a bancos, carreras callejeras y tráfico de drogas.       Persecuciones al rojo vivo    Recorre la ciudad a toda pastilla en trepidantes persecuciones en coche y helicóptero persiguiendo a tu objetivo por sinuosos callejones antes de ponerlo a disposición de la justicia. No tienes por qué ser un lobo solitario, ya que cuentas con Averno's Finest, con un completo sistema de apoyos que te permite llamar a coches patrulla, organizar controles de carretera, colocar bandas de pinchos y mucho más.       Una ciudad que nunca duerme    Explora los siempre cambiantes bajos fondos criminales de Averno City y planta cara a yuppies, vagabundos, vendedores ambulantes y taxistas furiosos desde las viviendas de protección oficial hasta el distrito financiero. Persigue a los delincuentes por callejones iluminados con luces de neón, calles empapadas por la lluvia y enormes parques en decadencia, todo ello con un ciclo día/noche y un clima dinámico. Esta es la costa este de los 80 en todo su esplendor neon-noir.       Características principales    Explora una ciudad animada y bulliciosa a pie, en coche patrulla o en helicóptero    Responde a crímenes de sandbox y que van desde infracciones de aparcamiento a tiroteos entre bandas    Participa en trepidantes persecuciones de vehículos a través de un entorno destructible    Ve por tu cuenta o pide refuerzos con un completo sistema de apoyos    Investiga a las bandas que dominan la ciudad y las oscuras conspiraciones que la mantienen bajo su control    Ciclo día/noche con clima dinámico       ","['Acción', 'Indie', 'Simuladores']","['Un jugador', 'Logros de Steam', 'Compat. total con mando', 'Cromos de Steam', 'Steam Cloud', 'Préstamo familiar']"
292030," DESCUBRE LA HISTORIA PREVIA A THE WITCHER IV        Acerca del juego  Uno de los RPGs más aclamados de todos los tiempos, ahora listo para una nueva generación.     Eres Geralt de Rivia, cazador de monstruos. En un continente devastado por la guerra e infestado de criaturas, tu misión es encontrar a Ciri, la niña de la profecía, un arma viviente que puede alterar el mundo tal y como lo conocemos.     Actualizado a la versión más reciente, The Witcher 3: Wild Hunt incluye contenido publicado para el juego, junto con nuevos añadidos: un modo foto integrado, objetos inspirados en la serie de Netflix The Witcher —espadas, armaduras y atuendos alternativos— ¡y muchas cosas más!        ¡Contempla el siniestro mundo de fantasía del continente como nunca antes! Esta edición de The Witcher 3: Wild Hunt ha sido mejorada con numerosos efectos visuales y mejoras técnicas, incluidos un nivel de detalle perfeccionado, una gran variedad de mods creados y recién desarrollados por la comunidad, trazado de rayos en tiempo real y mucho más, todo ello implementado pensando en la potencia de los PC modernos.        Adiestrados desde su infancia y mutados para obtener habilidades, fuerza y reflejos sobrehumanos, los brujos sirven como contrapeso al mundo infestado de monstruos en el que viven.  • Destruye a tus enemigos de formas espantosas como cazador de monstruos profesional, armado con una gran variedad de armas mejorables, pociones de mutación y magia de combate.  • Da caza a una amplia gama de monstruos exóticos: desde bestias salvajes que merodean por los pasos de montaña, hasta astutos depredadores sobrenaturales que acechan en las sombras de los callejones de ciudades densamente pobladas.  • Invierte tus recompensas en mejorar tus armas y comprar armaduras personalizadas, o gástatelas en carreras de caballos, juegos de cartas, peleas a puñetazos y otros placeres que te ofrece la vida.        Creado para vivir aventuras interminables, el enorme mundo abierto de The Witcher establece un nuevo estándar en cuanto a tamaño, profundidad y complejidad.  • Recorre un mundo abierto fantástico: explora ruinas olvidadas, cuevas y naufragios, comercia con mercaderes y herreros enanos en las ciudades, y caza en llanuras, montañas y mares.  • Trata con generales traicioneros, brujas retorcidas y miembros de la realeza corruptos para prestar servicios siniestros y peligrosos.  • Toma decisiones que van más allá del bien y el mal, y afronta sus trascendentales consecuencias.        Acepta el contrato más importante de tu vida: buscar a la niña de la profecía, la clave para salvar o destruir el mundo.  • En tiempos de guerra, encuentra a la niña de la profecía, un arma viviente profetizada por antiguas leyendas élficas.  • Lucha contra fieros gobernantes, espíritus de la naturaleza e incluso contra una amenaza de otra dimensión, todos dispuestos a controlar este mundo.  • Define tu destino en un mundo que tal vez no merezca la pena salvar. ",['Rol'],"['Un jugador', 'Logros de Steam', 'Cromos de Steam', 'Steam Workshop', 'Compat. parcial con mando', 'Steam Cloud', 'Remote\xa0Play en tableta', 'Remote\xa0Play en TV', 'Préstamo familiar']"
1903340," Digital Deluxe Edition    La edición Deluxe incluye lo siguiente:    El juego base Clair Obscur: Expedition 33.   La colección Flores: seis atuendos y peinados, inspirados en las flores de Lumière, además de seis atuendos adicionales de estilo Gommage (uno por cada personaje jugable).   Clair: un atuendo personalizado para Maelle.   Obscur: un atuendo personalizado para Gustave.     Acerca del juego     Una vez al año, la Peintresse se despierta y pinta un número en el Monolito. Un número maldito. Todas las personas de esa edad se convierten de pronto en humo, esfumándose en el aire. Año tras año, el número baja y, con él, nuestras filas acaban borradas. Mañana, se despertará y pintará el 33. Y, mañana, nosotros partiremos en nuestra última misión: destruir a la Peintresse para que no vuelva a pintar la muerte nunca más.  Somos la expedición 33.  Clair Obscur: Expedition 33 es un revolucionario juego de rol por turnos con mecánicas en tiempo real únicas que hacen las batallas más inmersivas y adictivas de lo que jamás hayas visto. Explora un mundo de fantasía inspirado por la Francia de la Belle Époque en el que te enfrentarás a enemigos devastadores.      En esta evolución de los JRPG, el combate por turnos cobra una nueva vida a través de las acciones en tiempo real. Crea configuraciones únicas para tus expedicionarios que se adapten a tu estilo de juego en función de su equipo, atributos, habilidades y sinergias entre personajes. Vive los combates de forma más activa: esquiva, bloquea y contraataca en tiempo real, encadena combos dominando los ritmos de ataque y ataca los puntos débiles de tus enemigos con un sistema de apuntado libre.      A Gustave, Maelle y el resto de expedicionarios solo les queda un año de vida; únete a ellos y embarcaos en una misión a la desesperada para detener el ciclo de muerte de la Peintresse. Sigue el rastro de las expediciones previas y descubre cuál fue su destino. Conoce a los miembros de la expedición 33 mientras ellos aprenden a cooperar con todo en su contra.      Explora un fascinante paraje habitado por adversarios inimaginables. Vaga por imponentes paisajes, desde la isla de Visages hasta el campo de batalla olvidado, descubriendo secretos y misiones ocultas durante la travesía. Encuentra valiosos aliados en criaturas de leyenda y recluta a compañeros especiales, accede a nuevas formas de viaje y descubre zonas secretas en el mapa del mundo.  Experimenta el juego debut de Sandfall Interactive, desarrollado al completo en Unreal Engine 5 con gráficos despampanantes y una banda sonora conmovedora.","['Acción', 'Rol']","['Un jugador', 'Logros de Steam', 'Compat. total con mando', 'Steam Cloud', 'Préstamo familiar']"
2292800," En Blacksmith Master diriges una herrería medieval. Para trabajar en ella necesitas adquirir recursos, procesarlos, refinarlos y convertirlos en productos que podrás poner a la venta. Contrata el personal apto para cada fase del proceso, dótalo del equipamiento adecuado y mejora sus habilidades para optimizar sus tareas. Saca el máximo provecho a tu tienda, completa encargos que provienen de todos los rincones del reino para desbloquear mejoras y ve en busca de nuevas oportunidades de comercio mientras los clientes buscan artículos basados en objetos históricos. ¡Perfecciona tu oficio fabricando armas, armaduras, herramientas y menaje de cocina y dominarás la forja!        Oculto entre los sinuosos callejones de una pequeña localidad medieval se encuentra tu taller, un espacio humilde donde trabajas con humildad y ganas de explotar todo su potencial. Tu responsabilidad es controlar la cadena de producción: gestionar las labores de los campamentos madereros y las minas para conseguir recursos sin procesar, fundir los minerales y convertirlos en lingotes para forjar armas, armaduras, herramientas y joyas que mostrarás y venderás a los clientes por un precio justo.     Completa encargos de diferentes puntos del reino para desbloquear privilegios y habilidades nuevas, como el diseño de nuevos productos. Puedes organizar tu tienda para aprovechar cada recoveco: asegúrate de contar con suficiente espacio para la producción y la venta de productos. Además, siempre puedes dar vida a los rincones más lúgubres con tu toque personal. A medida que tu reputación crezca también lo hará la demanda de tus productos; ¡cuando menos lo esperes, habrás dominado la profesión!         Necesitarás materias primas que habrá que extraer de la tierra para fabricar cualquier tipo de objeto: la espada de un lacayo, el hacha de una leñadora, la sartén de un cocinero... Necesitarás contratar personal minero y leñadores a los que deberás equipar con las herramientas adecuadas y asegurarte de proveerles de lo necesario para que sea eficiente. Sin su servicio, te será imposible mantener tu negocio a flote.     ¿Invertirás tiempo y dinero en estaciones de descanso y personal adicional para mantener satisfechos a los empleados de estas áreas remotas? ¿Mantendrás a tus empleados agotados con tal de maximizar tus ganancias? ¿Preferirás invertir tu capital en contratar herreros cualificados y pagar sus pertinentes honorarios por la mercancía que elaboren para tu propia tienda? Tendrás que mejorar tu tienda continuamente e ir añadiendo varias plantas y métodos de fabricación más avanzados que te permiten crear objetos cuando menos interesantes que, a su vez, forjarán tu reputación y atraerán a una multitud de clientes.         Tanto si tomas el control directamente y te ensucias las manos en la forja o, por el contrario, dirimes las labores en tu personal para sacar adelante el trabajo, existen varios procedimientos para fabricar objetos en Blacksmith Master. Algunos se producen mediante un extenso proceso que comienza calentando un lingote, dándole forma a martillazos en un yunque, enfriándolo, ensamblando las piezas que lo componen y, finalmente, dándole filo con una muela abrasiva. Otros objetos son más simples de elaborar y requieren menos esfuerzo y tiempo, pero se venderán con menos margen de beneficio.    Tu labor será optimizar el espacio de trabajo para asegurarte de que tu equipo de herreros pueda trabajar en conjunto, atender a la clientela local y la foránea que llega a tu tienda y crear productos de diversa complejidad entre los que se incluyen:       Equipamiento militar: una gran variedad de armas y escudos.    Menaje de cocina: cucharas, tenedores, cuencos y calderos, entre otros.    Herramientas: ¿que puedes fabricar tanto martillos como picos? ¡Eres todo un hacha!    Joyería: collares, anillos, brazaletes y coronas, todo al mejor precio.    ¡Y mucho más!          Hay distintos tipos de herreros que cuentan con habilidades diferentes que necesitas perfeccionar. Unos trabajarán mejor el metal, otros serán mas aptos para talar árboles, y otros tantos podrían ser expertos en el noble arte de desarrollar técnicas y objetos nuevos. Fabricar objetos de una categoría concreta aumentará el nivel de la habilidad de quien lo elabore. Contigo al mando, el nivel de formación de tu personal mejorará con el tiempo. ¿Instruirás a todo el mundo de forma equitativa y les proporcionarás todo lo que necesitan, o preferirás hacerlo de forma individual para que se especialicen? ","['Simuladores', 'Estrategia', 'Acceso anticipado']","['Un jugador', 'Logros de Steam', 'Cromos de Steam', 'Steam Cloud', 'Préstamo familiar']"
